"15","A","-3686.12719861 1221.87132782 -1688.17272186 667.461474205 2176.62081878 2423.42535778 -823.5390376 -1506.89672341 -777.369390338 -217.431263301 2682.02787131 -519.820651539 -1286.51094247 952.811254524 722.656401982 -641.298488211 -171.634969301 -271.288578108 419.191334932 -26.0543686105 338.95850714 3.90798504668e-14"
"16","A","-4075.1251939 1628.16147249 -362.758732126 -843.676961749 1141.4713597 -758.990218208 2665.49893737 1021.52884042 19.8340347628 990.279314593 -671.857974795 -421.255657672 -1593.93803917 -1647.84496493 -1357.06512489 -657.124552022 198.888610829 318.300765463 363.481182435 825.105371612 576.037698099 -4.35207425653e-14"
"17","A","-2069.85519365 1083.37335425 -529.082283175 -2056.64299391 1076.58713257 -1451.38813159 1273.38144189 -57.7601142772 3264.37941043 153.017503601 780.511328295 1399.5267706 1397.53043692 1360.20837126 257.523952979 -632.416147953 617.017792117 440.256553847 154.786172418 26.9423756347 -107.697790439 -1.20792265079e-13"
"18","A","-161.791550342 482.602751178 5364.97446574 -1335.67747114 -1241.3127826 1339.95166696 -266.807046909 442.961022993 338.470522345 -973.728698061 846.277443214 -101.983196103 668.780265809 -346.715176409 -11.1433325338 637.06706471 -1534.93055445 1119.01657334 866.82499989 572.084914682 508.469542072 -9.85878045867e-14"
"19","A","-3488.38132066 -429.662136044 -2808.57572391 1958.14486458 -1121.91289346 1224.06046517 -1515.95921031 616.830803911 1638.12649944 -1632.47527805 65.3941780322 -879.769243966 22.1209006957 -150.481631498 -1529.05934492 755.877666792 -107.696003674 287.288461167 -671.253088179 496.909768343 -1189.70653661 -1.91846538655e-13"
"20","A","-262.881655314 166.156558533 5221.3827642 -1071.72554235 -736.960873446 929.176552608 -711.485524133 1916.80501575 544.574408311 -516.014339643 22.0038781239 -676.833950022 -1061.36076927 197.431381825 367.487013724 -385.294046628 1750.12797638 -1019.31855977 -640.176654131 -410.653263767 -270.902054185 1.45661260831e-13"
"21","A","-5436.63379797 1258.10594069 997.108620009 1902.08562396 104.491969177 826.878593243 2897.34219985 39.8423363608 -933.532458204 515.674432464 -667.425762975 -397.069338134 1672.10661815 133.018117104 214.590929558 516.968053495 -777.465611666 -1137.51861426 -283.1550674 -1107.90106377 -384.961124933 -8.70414851306e-14"
"22","U","3083.28502929 6078.83776072 -755.399461338 788.321342449 -780.18320529 -1986.67159253 -1823.08792143 917.312615204 500.101568343 286.505026097 255.9546429 439.723082301 -467.027337285 -510.606350802 268.771134149 -463.021108328 -1293.41421596 -577.622185639 -1016.05182744 -344.269620252 269.246444501 3.90798504668e-14"
"47","U","-1024.18752918 2795.04245001 1444.27547128 2785.40784043 393.052203394 -335.976028024 1409.36435534 1924.83743238 126.257052711 673.292493049 868.646784008 -962.702683247 107.773058649 -1157.1336882 1069.84913451 -277.276481402 -993.933089022 -388.076462082 -563.058958266 -77.3036578518 101.948137879 66.6963001621"
"48","U","-1030.59947875 2796.20359667 1441.5954513 2792.16383361 385.101269289 -304.689558852 1425.61948633 1931.51203932 99.5309143894 695.40390374 884.367642134 -980.782637188 110.579314055 -1152.36444966 1065.67939811 -269.553549506 -1010.75077605 -370.293791598 -553.519219518 -56.6202452016 73.1271928209 62.3421937712"
"49","U","-693.434975267 4694.85365999 -465.844104515 1899.17047231 -283.651587146 -2071.78285691 -268.38639331 767.775892043 425.607905486 1080.6687641 405.925685318 8.18545494913 -449.1478488 -1086.27127121 1026.82735473 -458.800880899 -965.94069953 453.563110893 -666.707586008 -465.522523652 378.649675954 24.212066672"
"50","U","2399.86370957 1237.65863499 231.162134414 3413.28700407 -1692.75822747 885.051643793 -1650.6598469 576.084853192 526.652581009 -972.431554436 -80.6461877832 91.7663790365 1255.4259878 1009.3878992 -444.580458621 -1378.37158043 -984.037886856 -1672.40422143 -424.846031627 234.773817484 329.713759634 69.6855677397"
"51","U","-1025.93619444 2806.53929823 1435.08167434 2793.31196905 370.600004872 -319.996562514 1430.84518343 1922.62443582 106.563368934 701.324773343 862.959729074 -957.494123262 104.112128126 -1170.60224235 1073.83799224 -266.933288153 -993.920358127 -357.03418592 -538.959289191 -72.3732261775 69.4621955868 65.4314534525"
"52","U","-1024.18752918 2795.04245001 1444.27547128 2785.40784043 393.052203394 -335.976028024 1409.36435534 1924.83743238 126.257052711 673.292493049 868.646784008 -962.702683247 107.773058649 -1157.1336882 1069.84913451 -277.276481402 -993.933089022 -388.076462082 -563.058958266 -77.3036578518 101.948137879 66.6963001621"
"53","U","455.350755753 2985.66205876 1543.60254335 3124.07086725 -343.20278007 -409.847083581 -399.504295991 105.250269543 1011.03955244 842.958509567 944.941910368 -842.60275066 -221.834302134 492.048576891 -739.478181206 -617.839133801 -1683.37511892 -1241.71928419 -695.327525383 -98.5916276274 345.495931824 157.906638075"
"54","U","967.648126887 2633.06201219 1468.3591569 3572.18197108 -395.274652833 -163.281234194 -734.849354799 658.313597245 967.660115485 624.370702428 540.541042053 -671.074439005 -180.794934429 292.770084997 -902.963830813 -1518.58932605 -1928.91259873 -1541.61944908 -283.071081142 -21.009900628 435.013498192 75.7341943335"
"55","U","2336.06046595 2339.31053625 -73.004505466 2021.43047717 146.529369959 758.077404704 798.655724235 1177.33877344 -37.47698376 1491.30707428 202.067140498 -735.169889684 14.4826895314 422.044608521 -223.567243421 -95.0665020342 -1370.151301 -695.951458492 -424.670658567 78.1688759872 -337.169972557 72.2378101615"
"56","U","2684.68655725 2663.03871844 76.9875652423 1702.93586898 -49.6144402097 594.483320682 829.043251974 1204.61189951 -362.671492257 1693.3666123 55.9129660571 -936.929782946 130.589528141 208.117458468 -75.9290300036 -54.744648122 -1307.86989875 -621.194259704 -717.878652564 -110.584432593 -194.256116428 81.2600916524"
"57","U","2321.93615235 2242.10773689 -224.874736836 1347.56820787 12.9719811234 422.281434276 350.607677419 1101.75258319 -462.283658119 1697.12055467 94.1776030983 -818.767411271 52.9976547991 447.63723084 -110.588332988 77.0804048173 -1409.39114825 -762.207850095 -660.954989354 17.3103832547 -223.310342107 117.300695369"
"58","U","2509.10307415 2184.89041436 -105.791470447 1692.04229388 176.120981051 736.738522887 745.853037049 1190.21508599 -201.22547158 1540.49994208 213.284096011 -755.461296978 125.755332007 552.34976531 -288.130876437 -27.6973671871 -1375.28463028 -820.722298917 -433.518438783 14.2465735714 -296.304635226 54.9535636295"
"59","U","2650.3686106 1603.97867417 -95.8040347652 1613.6100825 317.466266902 823.487944024 354.175125419 1384.46197383 -153.966624807 1426.72491141 311.413887966 -928.097092629 -58.0278763781 604.187366492 -232.66174029 -448.126968764 -1674.07556148 -1301.81430084 -464.909705788 133.14156328 -218.600641 84.6762002803"
"60","U","2628.40052848 1661.90467822 -271.109496035 1616.86786207 302.453065382 739.50573532 558.957390391 1306.14635691 -291.776727277 1330.58328233 231.216004658 -815.599683115 24.8830756281 791.103944788 -223.125722319 -89.5955203417 -1482.46804493 -1066.16454327 -389.648661558 157.300774539 -319.609183697 61.4755634669"
"61","U","-3261.64677335 3238.0992178 -485.494377177 1727.08863124 -580.774365195 -1162.34630057 -523.285443619 769.116758762 304.037987349 35.8597496921 147.767370702 448.40471203 -340.272632573 169.069835762 341.091310961 196.377723275 -457.086465156 430.465303228 -170.049443248 -313.974787306 -573.074851505 7.26917245338"
"62","U","69.8155144719 2520.79117177 -185.864711451 690.198942376 -969.525164588 -1303.81977162 -381.124107581 681.49817822 -233.51655408 851.669024341 -407.907268318 624.160986998 330.187210246 424.579134938 233.467890505 -134.663731167 -789.567439444 -357.65860281 -100.216252029 -41.3638848763 -174.691212667 72.5487143523"
"63","U","37.4740157055 2491.292883 -125.17349723 514.203172823 -1169.9791455 -1385.99986991 -490.029337624 301.204614836 -44.9474229043 396.7753508 -530.973772805 881.588751048 550.287801433 553.879008446 170.359590446 -98.4169240549 -596.69019409 -408.205883811 103.302758428 7.64704782708 -266.002603835 -8.53489622023"
"64","U","324.302979941 1473.30069149 -483.357052856 1572.03831413 -353.72185949 -134.45437795 -1630.39499541 1643.3861606 -324.334354611 1032.81406864 843.639766737 -962.153970661 212.898111459 -166.743347559 1077.4156327 278.264862856 -1775.73828785 -654.398470847 -1046.30591326 -642.367973956 264.010002964 124.895018831"
"65","U","-977.210930617 988.40377269 45.519626178 2090.21695068 365.898820466 -364.080969587 -187.617673914 189.026874825 176.834447956 1055.34296646 1035.7354385 928.685591676 -107.469807004 -352.913858362 1151.20061358 -29.008356306 -1363.64750269 -511.969684013 -613.327240067 -225.339022738 -732.70590249 -7.18101664654"
"66","U","-310.267384613 2876.84512009 -313.185965062 427.909974043 -762.160513009 -1161.24726626 -1014.98638877 1021.80719711 -291.827652975 1107.89981046 -231.758475025 0.253819587748 558.711130494 285.104272664 508.770004039 -93.845029427 -1444.06349694 -668.079627596 -705.652465962 -14.4116522159 -207.470399574 62.5587425724"
"67","U","-310.267384613 2876.84512009 -313.185965062 427.909974043 -762.160513009 -1161.24726626 -1014.98638877 1021.80719711 -291.827652975 1107.89981046 -231.758475025 0.253819587748 558.711130494 285.104272664 508.770004039 -93.845029427 -1444.06349694 -668.079627596 -705.652465962 -14.4116522159 -207.470399574 62.5587425724"
"68","U","-1320.88274209 2190.12105589 -741.790332972 -93.428056487 -1032.06177227 -106.191568447 -1248.91333512 113.89155101 70.734531875 120.193501479 -379.546982871 926.394313856 1075.80522504 665.659683302 592.655685336 220.370146218 -528.082190901 -108.643966834 -146.144260113 -90.0816809024 -663.64148291 13.903025793"
"69","U","510.317286889 2819.12789799 116.136048823 464.180719874 -775.868266799 -1376.35074349 -395.179050941 585.175558039 -316.342692978 761.072199494 -321.647762441 386.485459067 463.010441909 401.118185683 286.65423775 -96.0474799028 -1000.31243767 -559.639208103 -298.873391899 -180.898635016 -106.703596338 34.8174460599"
"70","U","2612.04170009 1064.9964123 162.800887926 2598.21958884 852.222168965 1330.31862596 288.632022975 1263.33134728 324.325049743 509.43115329 662.252291104 -790.01754021 173.778260838 604.637300994 -632.259763885 -570.374008739 -1607.86828429 -1614.94978438 -171.912875848 180.359662766 -468.011516799 95.3970777693"
"71","U","1669.10328749 498.00622187 134.774721568 2330.63620286 609.506875558 1190.9099706 484.400555538 693.562041434 -70.9061525218 340.888102684 491.692913071 -367.693561164 147.577361057 1596.42698547 -728.504025039 375.377591361 -1012.78442634 -1258.45077018 188.612821067 690.671394417 -751.189312278 74.9115075414"
"72","U","-2196.26468749 3448.8635705 125.894938692 1445.53774938 -955.583074105 -1300.31934725 -608.216288062 43.9280327915 -207.642082536 624.429819609 -106.551261967 495.312880231 -368.410242716 -1623.27472288 1398.75438018 -176.801290141 -359.427828818 755.779770631 -464.405772445 -756.438645045 315.108623261 -21.1516020485"
"73","U","-2785.55951246 3110.29049869 -47.7199374144 1746.74730195 -891.551866493 -994.622442596 21.2283549902 -117.946098861 -594.922199014 817.792044467 -88.1542301426 538.967281697 -421.550929657 -1335.89692197 1241.20531517 299.616797944 -695.583172348 783.950481189 -600.668953784 -587.44048154 -110.46369406 -1.64957472226"
"74","U","-2906.23325211 2991.86860443 -197.88458627 1983.4142295 -846.683279062 -810.909717565 317.525687224 10.6238740912 -768.976157868 959.773525285 -209.71233912 508.978727733 -445.553866696 -1214.16730295 1025.64205242 300.633881124 -695.621958201 776.99147261 -645.297456523 -532.221694205 -298.555632275 9.03464520113"
"75","U","-2108.73037526 2581.13585753 468.890899284 995.550377437 -692.258052007 -2480.24702323 -537.342962061 -100.116764582 -966.522306238 1156.47446286 -496.697282086 111.358837772 -579.569770334 -1235.31112185 1369.24281843 305.256232825 -141.036793381 1386.76966596 -907.038399392 -503.06907955 206.079906124 3.58810594394"
"76","U","-2382.21653033 3417.33663993 -4.29480870251 1689.31575413 -877.356560717 -1043.43023343 -189.046092973 97.2996563628 -471.56001268 732.512696643 -198.438495243 454.526872973 -388.410014863 -1474.76578701 1259.1480988 114.012892005 -595.945244408 958.482787093 -592.897899473 -664.075672524 153.818357731 -24.4745475033"
"77","U","-4807.79575422 -854.107433757 1747.19604969 2186.97799161 246.282138154 -367.769239629 1247.6243555 601.218116044 -789.582306195 646.276954345 -1042.69415587 -1222.16129817 1312.14846588 445.265864736 -9.43329799473 98.3763720293 -965.41101226 -1101.81712402 9.53730489457 -78.4724984266 -52.2257976254 8.96345361357"
"78","U","-3279.01060347 2605.09742814 -50.6611644752 1982.41634072 -805.489049179 -749.531219631 309.182270877 -11.0576309453 -903.465472766 1226.34141072 -287.288698204 514.342921826 -378.623908405 -1043.81478963 1088.35673668 264.125055427 -510.568453498 473.321295804 -593.599252746 -405.222650775 -484.821466868 60.6621436919"
"79","U","-1599.7922198 4138.11732616 -145.313786249 2045.408276 -912.621334638 -1481.52572221 -418.66902684 226.861365327 -46.7823096329 362.994199234 -233.088597605 686.532854385 -447.954895178 -1467.52232697 833.803946258 -574.900250255 -97.7815915741 1032.91055948 -589.743460133 -444.956126962 255.997156391 -3.06237173791"
"80","U","-1571.40507928 4165.0916755 -153.4104855 2078.10376258 -923.993399875 -1494.34138498 -374.950671075 213.844381922 -41.5808525406 348.786577909 -213.644215083 690.334313866 -455.960854131 -1478.40313042 825.193488789 -572.291539402 -83.5116475692 1026.86841912 -576.176774601 -458.382653148 261.788304248 -1.19424771399"
"81","U","-1626.27986953 4109.40505862 -133.216022521 2014.61008095 -909.11700828 -1477.05801495 -461.328814604 245.429776004 -47.224520208 375.783391329 -250.990745602 688.891578854 -438.716676047 -1462.34450418 846.479485096 -568.316855079 -116.851471773 1032.4115353 -602.865612578 -435.058771635 251.987500813 -5.25870128149"
"82","U","-2041.28915715 2507.29026032 523.712626066 993.944973577 -692.746966619 -2444.0342965 -403.491567 -138.780009899 -1007.47608335 1217.46638355 -494.784359869 134.565606092 -573.549527346 -1262.37943932 1384.21907805 330.674379628 -103.746035 1445.6646155 -924.432930361 -527.197764198 192.792742671 1.02316470339"
"83","U","-1815.93005336 3922.69497572 -78.6853206266 1861.45919229 -904.936628047 -1276.07138782 -212.169532932 296.14792232 -191.826253271 620.5833803 -272.433469091 562.002916812 -420.964624322 -1398.89075161 916.548451992 -340.174118468 -177.522913721 1063.88571161 -630.300618347 -622.337336281 194.218335501 -24.3165821603"
"84","U","2642.49252187 1150.05751474 488.914766702 2889.24973043 953.880925619 1298.47751443 613.252748106 1131.65646748 29.0159661154 689.220627045 567.231427326 -552.732821521 -44.7436793281 1094.51051064 -551.845834236 -113.281971441 -1385.34882789 -1243.60924557 -291.187705553 234.409214181 -728.574592544 28.4675523673"
"85","U","2540.94848864 1924.77915651 53.7919698213 1942.53128942 52.820310542 -71.0994848327 387.345552107 570.996271898 -371.327369975 1298.97516539 -107.987218786 -152.412088509 475.327160605 801.653377698 -213.662251184 572.252315771 -513.300672904 -339.097310462 72.2358694118 291.067878125 -787.626851652 65.090016541"
"86","U","2478.74373245 1911.0949868 158.035979744 1919.02679373 -220.996453621 -165.417311278 339.847998334 368.494369397 -463.540313306 1028.12918345 -284.339238386 92.9346714218 575.3909487 759.606995543 -237.703793896 643.669979471 -94.2332332993 -140.298058116 375.676920604 332.692857635 -828.298145021 -18.7798442175"
"87","U","-1962.86067508 494.932247949 106.65658007 657.531397881 656.564233336 -1226.60693587 110.186423766 690.895522564 -858.371682059 865.614970205 -1262.53172352 -775.014868904 825.749787702 1042.07210689 1000.67923879 -657.238566557 -1345.3575559 -702.043430069 -581.952008702 -132.062221271 185.078299699 24.073693768"
"88","U","780.870338104 1941.36080529 -199.142934257 -57.9323572624 -691.736684724 -792.512796019 -230.128098612 286.114964342 -505.668778015 619.758649845 -362.637011239 579.748610566 651.584769399 913.261533244 20.9005468337 636.32254819 -503.105775958 -484.652817235 211.901694543 -9.11382467364 -323.603671869 3.67853118056"
"89","U","2457.39449879 1873.14619123 344.007268974 1740.42853304 -481.180995199 -334.47794252 223.985526189 125.291444782 -470.720458911 600.784047816 -507.90827339 259.139343821 472.803577376 660.803206486 -296.816732766 658.804419435 230.111536125 129.768429087 508.04935355 341.347580498 -848.812330725 -17.9759412405"
"90","U","2752.14280342 1755.4226414 599.101856144 3046.24824249 858.454662383 470.739211376 401.80426921 992.16785278 145.596582879 1756.32973995 662.802291999 -843.444445499 -163.967437797 888.728432164 -287.270037885 -102.079927985 -1566.31803426 -1210.42354452 -346.723114047 281.036040134 -661.885206891 30.3932732716"
"91","U","2532.81642042 2122.12399292 601.324564943 2533.67939564 -101.179518819 -158.409426971 599.637286459 101.112237838 -402.614564137 744.808082775 -216.900413263 238.827465844 229.694789096 468.521479502 -327.726912315 533.56392363 -117.421534353 4.98988843793 593.390624465 18.1263393188 -907.822652168 2.06213973312"
"92","U","1747.09370246 1868.86533579 -235.727198342 508.740280439 -671.481231795 -643.370406065 203.7281985 40.8406799022 -671.289325604 401.88840115 -425.486745306 381.577238888 696.218260965 724.314289894 -54.1716827874 740.044662851 -231.852653793 -82.8057549066 414.956499026 281.353041866 -569.159621905 87.5857498997"
"93","U","2464.90851525 1929.92562249 356.245190307 1751.00962873 -455.518130257 -353.689658064 195.645493511 148.431816872 -442.372188171 563.644413598 -507.647687259 240.723407612 490.620186087 642.485860815 -313.774512189 660.857839609 210.461508328 87.996544051 503.559435851 329.842047279 -848.08213999 -21.2479073158"
"94","U","2618.48625931 2206.33972256 555.582771238 3084.46653142 522.961765514 165.83177371 830.752897429 530.667215396 69.8625004304 1618.91937637 231.435183119 -223.574223226 62.579979404 555.697388897 -268.763442392 405.982606169 -929.845153813 -364.030645515 133.716106708 -44.3475731344 -992.031930849 52.3800551657"
"95","U","2690.26377262 2050.48961832 560.718862951 3012.22400743 778.911852996 326.619998387 689.717685211 741.240828536 123.006648052 1825.32281033 398.700259526 -633.578344129 -88.7588561844 776.044837632 -342.839267976 207.626411278 -1399.62169228 -829.291626227 -211.315480356 119.488271415 -749.161531759 54.385279994"
"96","U","2730.05171782 2051.17630518 485.142321207 2860.89949128 679.917152731 268.19367384 573.987273228 783.792829435 95.6443391796 1787.49851792 357.225806967 -665.32322121 -8.09726407382 798.406718979 -340.090296636 258.234877283 -1340.83222035 -771.340221167 -165.378380766 165.815129656 -714.336668364 52.0073177128"
"97","U","1902.50111132 1918.67411365 -193.843804408 644.9994995 -610.583781468 -638.434756377 188.745943665 76.2526179905 -644.5342854 377.756630329 -445.236181357 382.59008476 720.246841482 768.453978446 -101.985539941 734.938609109 -159.013925373 -67.6155162683 371.462073607 365.903482878 -583.932266171 47.4160420566"
